Theme,Opportunity Space,Year Founded,Maturity,Website,Business Description,Funding Stage,Total funding (US$),Region,Country,Company Name,Showing?
Data & AI,Freight Orchestration,2015,Emerging,https://qoobus.com,Online booking platform for load transport,Unfunded,,Europe,Moldova,Qoobus,Yes
Data & AI,Fleet Utilization,2018,Emerging,https://kourtim.com,Provides tech-enabled solution for logistics management system,Seed,,MENA,Morocco,Kourtim,Yes
Data & AI,Fleet Utilization,2015,Emerging,https://logistix.ma,Cloud-based transportation management system,Unfunded,,MENA,Morocco,Logistix,Yes
Data & AI,Fleet Utilization,2008,Emerging,https://omniyat.ma,Provider of transport management solutions,Unfunded,,MENA,Morocco,Omniyat,Yes
Data & AI,Fleet Utilization,2015,Existing,https://quicargo.com,App-based freight marketplace,Series A,5079930,Europe,Netherlands,Quicargo,Yes
Data & AI,Trade Digitization and Analytics,2000,Existing,https://aventeon.com,Mobile solutions for logistics and transport industry,Series A,5000000,Europe,Netherlands,Aventeon,Yes
Data & AI,Freight Orchestration,2016,Emerging,https://shypple.com,Online freight platform,Seed,1972420,Europe,Netherlands,Shypple,Yes
Data & AI,Fleet Utilization,2012,Existing,https://gpsfleetweb.com,Fleet management solutions,Unfunded,,Europe,Netherlands,GPS Fleetweb,Yes
Data & AI,Fleet Utilization,2013,Existing,https://ixolution.com,Software solutions for logistics,Unfunded,,Europe,Netherlands,Ixolution,Yes
Data & AI,Fleet Utilization,2003,Existing,https://myleanwarehouse.nl,Configurable software solution for warehouse and transport management,Unfunded,,Europe,Netherlands,Myleanwarehouse,Yes
Data & AI,Fleet Utilization,2014,Emerging,https://routigo.com,Developer of transport management and routing software,Unfunded,,Europe,Netherlands,RoutiGo,Yes
Data & AI,Fleet Utilization,2010,Emerging,https://videck.com,Maritime cargo planning and loading solutions,Unfunded,,Europe,Netherlands,Videck,Yes
Data & AI,Freight Orchestration,2013,Emerging,https://4shipping.com,Online marketplace for freight transportation through inland waterways,Funded,,Europe,Netherlands,4shipping,Yes
Data & AI,Freight Orchestration,2003,Existing,https://cargoguide.com,Forwarding rates provider for air cargo booking,Acquired,,Europe,Netherlands,Cargoguide,Yes
Data & AI,Freight Orchestration,2009,Existing,https://cheapcargo.com,Online marketplace for booking freight carriers,Acquired,,Europe,Netherlands,CheapCargo,Yes
Data & AI,Freight Orchestration,2014,Emerging,https://explect.com,Tech-enabled multi-modal freight forwarder,Funded,,Europe,Netherlands,Explect,Yes
Data & AI,Freight Orchestration,2018,Distant,https://myfreight.nl,Online marketplace for multi-channel freight transportation,Unfunded,,Europe,Netherlands,MyFreight,Yes
Data & AI,Freight Orchestration,2012,Existing,https://tankcontainerfinder.com,Online marketplace for tank containers,Unfunded,,Europe,Netherlands,Tank Container Finder,Yes
Data & AI,Freight Orchestration,2015,Emerging,https://teubooker.com,Online platform for container exchange,Unfunded,,Europe,Netherlands,TEUbooker,Yes
Data & AI,Freight Orchestration,2004,Existing,https://twill.net,Tech-enabled freight forwarder,Unfunded,,Europe,Netherlands,Twill,Yes
Data & AI,Freight Orchestration,2016,Emerging,https://uturn-now.com,Provider of app-based solutions for booking shipping containers,Unfunded,,Europe,Netherlands,UTURN,Yes
Data & AI,Trade Digitization and Analytics,2017,Existing,https://pharox.io,Provider of a cloud-based supply chain visibility application,Unfunded,,Europe,Netherlands,Pharox IO,Yes
Data & AI,Trade Digitization and Analytics,2019,Distant,https://port-xchange.com,AI-based application provider for managing terminal operations,Unfunded,,Europe,Netherlands,PortXchange,Yes
Data & AI,Fleet Utilization,2015,Emerging,https://coretex.com,Fleet management & business intelligence,Series A,8342490,Asia & the Pacific,New Zealand,Coretex,Yes
Data & AI,Fleet Utilization,2014,Emerging,https://mytrucking.com,Cloud-based software solution for small and medium sized carriers,Unfunded,,Asia & the Pacific,New Zealand,MyTrucking,Yes
Data & AI,Freight Orchestration,2016,Emerging,https://freihub.com,Freight marketplace,Unfunded,,Asia & the Pacific,New Zealand,Freihub,Yes
Data & AI,Freight Orchestration,2011,Emerging,https://theindex.co.nz,Marketplace for inbound freight,Unfunded,,Asia & the Pacific,New Zealand,TheIndex,Yes
Data & AI,Trade Digitization and Analytics,2015,Emerging,https://linq.it,Business relationship and process management platform,Funded,,Asia & the Pacific,New Zealand,LINQ,Yes
Data & AI,Trade Digitization and Analytics,2018,Distant,https://mimocool.com,Integrated solutions for cold supply chain monitoring,Unfunded,,Asia & the Pacific,New Zealand,MimoCool,Yes
Data & AI,Voyage Optimization and Navigation,2008,Emerging,https://transoceana.com,Maritime software solution for SOLAS requirments,Unfunded,,Asia & the Pacific,New Zealand,TransOceana,Yes
Data & AI,Fleet Utilization,2015,Existing,https://vesselman.com,Cloud based dry docking management system,Funded,,Europe,Norway,Vesselman,Yes
Data & AI,Freight Orchestration,2016,Emerging,https://freixchange.com,Marketplace for liquid freight transportation,Unfunded,,Europe,Norway,FreiXchange,Yes
Data & AI,Trade Digitization and Analytics,2016,Existing,https://maindeck.io,Online platform connecting ship managers and dockyards,Funded,,Europe,Norway,Maindeck,Yes
Data & AI,Fleet Utilization,2017,Distant,https://ayunts.com,Provides fleet management and vehicle tracking solutions,Unfunded,,MENA,Oman,Ayun,Yes
Data & AI,Fleet Utilization,2015,Existing,https://freightw.com,Web-based ERP solution for freight forwarders,Funded,,Asia & the Pacific,Pakistan,FreightWaves,Yes
Data & AI,Freight Orchestration,2016,Emerging,https://cargobazar.pk,Online marketplace for freight forwarders in Pakistan,Unfunded,,Asia & the Pacific,Pakistan,CargoBazar,Yes
Data & AI,Freight Orchestration,2018,Distant,https://fast-shipper.com,Online marketplace for freight forwarders,Unfunded,,Asia & the Pacific,Pakistan,Fast Shipper,Yes
Data & AI,Fleet Utilization,2016,Emerging,https://datacompass.eu,Real-time & historical AIS information provider,Unfunded,,Europe,Poland,DataCompass,Yes
Data & AI,Freight Orchestration,2008,Existing,https://e-containers.eu,Online freight exchange platform for containers,Unfunded,,Europe,Poland,E-Containers,Yes
Data & AI,Freight Orchestration,2016,Emerging,https://infracht.com,"Collaborative platform for carriers, freight forwarders and shippers",Unfunded,,Europe,Poland,Infracht,Yes
Data & AI,Fleet Utilization,2014,Existing,https://cargoplanning.com,SaaS for transport management,Unfunded,,Europe,Romania,Cargo Planning,Yes
Data & AI,Freight Orchestration,2014,Emerging,https://cargopedia.net,Online platform for freight exchange,Unfunded,,Europe,Romania,Cargopedia,Yes
Data & AI,Freight Orchestration,2010,Existing,https://celerco.com,SaaS for auction based freight procurement,Unfunded,,Europe,Romania,Celerco,Yes
Data & AI,Freight Orchestration,2015,Emerging,https://eulogis.com,Online frieght exchange,Unfunded,,Europe,Romania,EULogis,Yes
Data & AI,Fleet Utilization,2013,Existing,https://deliver.ru,Online marketplace for freight transportation,Seed,15500000,Europe,Russia,Deliver,Yes
Data & AI,Freight Orchestration,2016,Distant,https://expeditor.pro,Online forwarding platform for freight transportation,Seed,32818,Europe,Russia,Expeditor.pro,Yes
Data & AI,Fleet Utilization,2018,Existing,https://a-tms.ru,Software solutions for fleet management,Unfunded,,Europe,Russia,A-TMS,Yes
Data & AI,Freight Orchestration,2016,Emerging,https://greenwichexpressdelivery.com,Logistics service provider,Unfunded,,Europe,Russia,Greenwich Express Delivery,Yes
Data & AI,Port Orchestration,2014,Emerging,https://ronavi-robotics.ru,Developer of automated robots for warehouse automation,Funded,,Europe,Russia,Ronavi Robotics,Yes
Data & AI,Trade Digitization and Analytics,2015,Existing,https://anylogistix.com,"Supply chain optimization, network design and analysis software",Unfunded,,Europe,Russia,AnyLogistix,Yes
Data & AI,Trade Digitization and Analytics,2017,Emerging,https://ngwah.co,On-demand food delivery platform,Funded,,MENA,Saudi Arabia,Ngwah,Yes
Data & AI,Freight Orchestration,2002,Existing,https://spediter.com,Loadboards and listing platform,Unfunded,,Europe,Serbia,Spediter,Yes
Data & AI,Fleet Utilization,2016,Existing,https://ezyhaul.com,Cloud-based market platform for booking freight transportation services,Series B,21840000,Asia & the Pacific,Singapore,EZYHAUL,Yes
Data & AI,Freight Orchestration,2011,Emerging,https://20cube.com,Integrated fourth party logistics provider,Series A,17000000,Asia & the Pacific,Singapore,20Cube,Yes
Data & AI,Fleet Utilization,2015,Emerging,https://overdrive.sg,Cloud solution for vehicle tracking & fleet management,Series A,2900000,Asia & the Pacific,Singapore,Overdrive Singapore,Yes
Data & AI,Fleet Utilization,2017,Existing,https://haulio.io,Collaborative marketplace for booking trucking services,Seed,802784,Asia & the Pacific,Singapore,Haulio,Yes
Data & AI,Trade Digitization and Analytics,2017,Distant,https://claritecs.com,Provides digital applications for shipping operations and commercial management,Seed,616041,Asia & the Pacific,Singapore,Claritecs,Yes
Data & AI,Freight Orchestration,2013,Emerging,https://cargobase.com,Air freight marketplace,Seed,450000,Asia & the Pacific,Singapore,Cargobase,Yes
Data & AI,Fleet Utilization,2014,Emerging,https://apptimice.com,Route optimization solution,Unfunded,,Asia & the Pacific,Singapore,Apptimice,Yes
Data & AI,Fleet Utilization,2013,Distant,https://cargoerp.com,Software solutions for freight transportation,Unfunded,,Asia & the Pacific,Singapore,Cargo ERP,Yes
Data & AI,Fleet Utilization,2017,Emerging,https://cloudlogistics.tech,Cloud-based logistics management system for cross-border shipments,Unfunded,,Asia & the Pacific,Singapore,Cloud Logistics System,Yes
Data & AI,Fleet Utilization,2018,Distant,https://ent-vision.com,AI enabled route-optimization and suite for transportation and logistics management,Funded,,Asia & the Pacific,Singapore,Ent-Vision,Yes
Data & AI,Fleet Utilization,2016,Existing,https://gogovanbusiness.com,Online platform for same day delivery,Unfunded,,Asia & the Pacific,Singapore,GoGo Business,Yes
Data & AI,Fleet Utilization,2018,Distant,https://hyperhaul.com,Provider of transportation management software,Unfunded,,Asia & the Pacific,Singapore,Hyperhaul,Yes
Data & AI,Fleet Utilization,2020,Distant,https://loc8.asia,Provider of fleet management software,Unfunded,,Asia & the Pacific,Singapore,LOC8. ASIA,Yes
Data & AI,Fleet Utilization,2018,Distant,https://oeuvreconnect.com,App-based route plannign solutions for the logistics indstutry,Unfunded,,Asia & the Pacific,Singapore,Oeuvre Connect,Yes
Data & AI,Fleet Utilization,2014,Emerging,https://urbanlytics.com,Provides web-based application for route optimization,Unfunded,,Asia & the Pacific,Singapore,Urbanlytics,Yes
Data & AI,Freight Orchestration,2016,Emerging,https://book-cargo.com,Online platform for freight booking and rate comparison,Unfunded,,Asia & the Pacific,Singapore,Book Cargo,Yes
Data & AI,Freight Orchestration,2014,Emerging,https://cargoinsureonline.com,Online cargo insurance platform,Unfunded,,Asia & the Pacific,Singapore,Cargo Insure Online,Yes
Data & AI,Freight Orchestration,2013,Emerging,https://cargobird.com,Load board and freight exchange platform,Unfunded,,Asia & the Pacific,Singapore,Cargobird,Yes
Data & AI,Freight Orchestration,2016,Emerging,https://hakovo.com,Online marketplace for ocean shipping,Seed,,Asia & the Pacific,Singapore,Hakovo,Yes
Data & AI,Freight Orchestration,2017,Emerging,https://shipnext.com,Blockchain-based digital shipping marketplace,Seed,,Asia & the Pacific,Singapore,ShipNEXT,Yes
Data & AI,Freight Orchestration,2004,Existing,https://shipped.com,Online marketplace for shipping containers,Unfunded,,Asia & the Pacific,Singapore,Shipped,Yes
Data & AI,Port Orchestration,2014,Emerging,https://mariapps.com,ERP solutions for maritime industry,Unfunded,,Asia & the Pacific,Singapore,MariApps,Yes
Data & AI,Trade Digitization and Analytics,2017,Existing,https://alphaori.sg,"Digital solutions provider for maritime industry utilizing advanced technologies like IoT, big data, and artificial intelligence",Unfunded,,Asia & the Pacific,Singapore,Alpha Ori,Yes
Data & AI,Trade Digitization and Analytics,2014,Emerging,https://carpalfleet.com,Cloud-based delivery management solution,Unfunded,,Asia & the Pacific,Singapore,CarPal Fleet,Yes
Data & AI,Trade Digitization and Analytics,2018,Emerging,https://dimuto.io,Provider of blockchain and AI-based trade management and product tracking solutions,Seed,,Asia & the Pacific,Singapore,Dimuto,Yes
Data & AI,Trade Digitization and Analytics,2013,Emerging,https://disrptiv.com,Provider of SaaS-based solutions for last-mile delivery management,Unfunded,,Asia & the Pacific,Singapore,Disrptiv,Yes
Data & AI,Trade Digitization and Analytics,2016,Emerging,https://holahtrail.com,Online platform for managing delivery operations,Unfunded,,Asia & the Pacific,Singapore,Holahtrail,Yes
Data & AI,Trade Digitization and Analytics,2019,Distant,https://loxygen.net,Provides software for managing logistics operations,Unfunded,,Asia & the Pacific,Singapore,Loxygen,Yes
Data & AI,Trade Digitization and Analytics,2018,Distant,https://emarineonline.com,Maritime eCommerce platform,Unfunded,,Asia & the Pacific,Singapore,Marine Online,Yes
Data & AI,Trade Digitization and Analytics,2019,Distant,https://ovofleet.com,Fleet & delivery management solutions for the logistics industry,Unfunded,,Asia & the Pacific,Singapore,OVO Fleet,Yes
Data & AI,Trade Digitization and Analytics,2017,Emerging,https://portcast.io,AI-enabled analytics platform for cargo arrival times,Seed,,Asia & the Pacific,Singapore,Portcast,Yes
Data & AI,Trade Digitization and Analytics,2019,Distant,https://quantship.ai,Provides AI powered predictive analytics for shipping companies,Funded,,Asia & the Pacific,Singapore,QuantShip,Yes
Data & AI,Trade Digitization and Analytics,2019,Distant,https://savvymariner.net,Provider of cloud ERP solution for seaports and marine,Unfunded,,Asia & the Pacific,Singapore,SavvyMariner,Yes
Data & AI,Trade Digitization and Analytics,2015,Emerging,https://shipsfocus.com,Provides digitization solutions for Maritime transport,Unfunded,,Asia & the Pacific,Singapore,ShipsFocus,Yes
Data & AI,Trade Digitization and Analytics,2009,Emerging,https://vcargocloud.com,Software solutions for logistics and global trade,Unfunded,,Asia & the Pacific,Singapore,VCC,Yes
Data & AI,Trade Digitization and Analytics,2020,Distant,https://ezwms.asia,Provider of SaaS-based warehouse management software,Unfunded,,Asia & the Pacific,Singapore,WMS,Yes
Data & AI,Voyage Optimization and Navigation,2019,Emerging,https://grey-wing.com,Provider of a predictive reporting tool,Funded,,Asia & the Pacific,Singapore,Greywing,Yes
